Rank,Category,Similarity Score,Matched Skills,Missing Skills
1181,ACCOUNTANT,3.32,[],"['data science', 'spark', 'machine learning']"
1182,FITNESS,3.32,[],"['data science', 'spark', 'machine learning']"
1183,SALES,3.32,[],"['data science', 'spark', 'machine learning']"
1184,CONSULTANT,3.31,[],"['data science', 'spark', 'machine learning']"
1185,ARTS,3.31,[],"['data science', 'spark', 'machine learning']"
1186,FITNESS,3.31,[],"['data science', 'spark', 'machine learning']"
1187,ACCOUNTANT,3.31,[],"['data science', 'spark', 'machine learning']"
1188,DIGITAL-MEDIA,3.31,[],"['data science', 'spark', 'machine learning']"
1189,AGRICULTURE,3.31,[],"['data science', 'spark', 'machine learning']"
1190,BUSINESS-DEVELOPMENT,3.31,[],"['data science', 'spark', 'machine learning']"
1191,ARTS,3.3,[],"['data science', 'spark', 'machine learning']"
1192,PUBLIC-RELATIONS,3.3,[],"['data science', 'spark', 'machine learning']"
1193,ACCOUNTANT,3.3,[],"['data science', 'spark', 'machine learning']"
1194,SALES,3.3,[],"['data science', 'spark', 'machine learning']"
1195,AVIATION,3.3,[],"['data science', 'spark', 'machine learning']"
1196,SALES,3.3,[],"['data science', 'spark', 'machine learning']"
1197,CONSULTANT,3.3,[],"['data science', 'spark', 'machine learning']"
1198,FITNESS,3.29,[],"['data science', 'spark', 'machine learning']"
1199,INFORMATION-TECHNOLOGY,3.29,[],"['data science', 'spark', 'machine learning']"
1200,BANKING,3.29,[],"['data science', 'spark', 'machine learning']"
1201,FINANCE,3.29,[],"['data science', 'spark', 'machine learning']"
1202,TEACHER,3.29,[],"['data science', 'spark', 'machine learning']"
1203,INFORMATION-TECHNOLOGY,3.29,[],"['data science', 'spark', 'machine learning']"
1204,TEACHER,3.29,[],"['data science', 'spark', 'machine learning']"
1205,ENGINEERING,3.28,[],"['data science', 'spark', 'machine learning']"
1206,CHEF,3.28,[],"['data science', 'spark', 'machine learning']"
1207,CONSULTANT,3.28,[],"['data science', 'spark', 'machine learning']"
1208,SALES,3.28,[],"['data science', 'spark', 'machine learning']"
1209,CHEF,3.28,[],"['data science', 'spark', 'machine learning']"
1210,INFORMATION-TECHNOLOGY,3.28,[],"['data science', 'spark', 'machine learning']"
1211,SALES,3.28,[],"['data science', 'spark', 'machine learning']"
1212,CONSULTANT,3.28,[],"['data science', 'spark', 'machine learning']"
1213,DESIGNER,3.28,[],"['data science', 'spark', 'machine learning']"
1214,APPAREL,3.28,[],"['data science', 'spark', 'machine learning']"
1215,DESIGNER,3.27,[],"['data science', 'spark', 'machine learning']"
1216,FITNESS,3.27,[],"['data science', 'spark', 'machine learning']"
1217,ARTS,3.27,[],"['data science', 'spark', 'machine learning']"
1218,AGRICULTURE,3.27,[],"['data science', 'spark', 'machine learning']"
1219,ACCOUNTANT,3.27,[],"['data science', 'spark', 'machine learning']"
1220,SALES,3.27,[],"['data science', 'spark', 'machine learning']"
1221,HR,3.26,[],"['data science', 'spark', 'machine learning']"
1222,INFORMATION-TECHNOLOGY,3.26,[],"['data science', 'spark', 'machine learning']"
1223,AVIATION,3.26,[],"['data science', 'spark', 'machine learning']"
1224,ARTS,3.26,[],"['data science', 'spark', 'machine learning']"
1225,BUSINESS-DEVELOPMENT,3.26,[],"['data science', 'spark', 'machine learning']"
1226,CHEF,3.26,[],"['data science', 'spark', 'machine learning']"
1227,ADVOCATE,3.25,[],"['data science', 'spark', 'machine learning']"
1228,BUSINESS-DEVELOPMENT,3.25,[],"['data science', 'spark', 'machine learning']"
1229,DESIGNER,3.25,[],"['data science', 'spark', 'machine learning']"
1230,FINANCE,3.25,[],"['data science', 'spark', 'machine learning']"
1231,ADVOCATE,3.25,[],"['data science', 'spark', 'machine learning']"
1232,ADVOCATE,3.25,[],"['data science', 'spark', 'machine learning']"
1233,FITNESS,3.25,[],"['data science', 'spark', 'machine learning']"
1234,BANKING,3.25,[],"['data science', 'spark', 'machine learning']"
1235,DIGITAL-MEDIA,3.24,[],"['data science', 'spark', 'machine learning']"
1236,AVIATION,3.24,[],"['data science', 'spark', 'machine learning']"
1237,DESIGNER,3.24,[],"['data science', 'spark', 'machine learning']"
1238,HEALTHCARE,3.24,[],"['data science', 'spark', 'machine learning']"
1239,CONSTRUCTION,3.23,[],"['data science', 'spark', 'machine learning']"
1240,AUTOMOBILE,3.23,[],"['data science', 'spark', 'machine learning']"
1241,ACCOUNTANT,3.23,[],"['data science', 'spark', 'machine learning']"
1242,CHEF,3.23,[],"['data science', 'spark', 'machine learning']"
1243,ENGINEERING,3.23,[],"['data science', 'spark', 'machine learning']"
1244,AGRICULTURE,3.23,[],"['data science', 'spark', 'machine learning']"
1245,ENGINEERING,3.23,[],"['data science', 'spark', 'machine learning']"
1246,HEALTHCARE,3.23,[],"['data science', 'spark', 'machine learning']"
1247,AVIATION,3.23,[],"['data science', 'spark', 'machine learning']"
1248,HEALTHCARE,3.22,[],"['data science', 'spark', 'machine learning']"
1249,BANKING,3.22,[],"['data science', 'spark', 'machine learning']"
1250,CONSULTANT,3.22,[],"['data science', 'spark', 'machine learning']"
1251,FINANCE,3.22,[],"['data science', 'spark', 'machine learning']"
1252,FINANCE,3.22,[],"['data science', 'spark', 'machine learning']"
1253,SALES,3.22,[],"['data science', 'spark', 'machine learning']"
1254,ENGINEERING,3.22,[],"['data science', 'spark', 'machine learning']"
1255,DIGITAL-MEDIA,3.22,[],"['data science', 'spark', 'machine learning']"
1256,INFORMATION-TECHNOLOGY,3.22,[],"['data science', 'spark', 'machine learning']"
1257,CONSTRUCTION,3.22,[],"['data science', 'spark', 'machine learning']"
1258,AUTOMOBILE,3.21,[],"['data science', 'spark', 'machine learning']"
1259,CONSULTANT,3.21,[],"['data science', 'spark', 'machine learning']"
1260,PUBLIC-RELATIONS,3.21,[],"['data science', 'spark', 'machine learning']"
1261,ENGINEERING,3.21,[],"['data science', 'spark', 'machine learning']"
1262,ENGINEERING,3.21,[],"['data science', 'spark', 'machine learning']"
1263,ENGINEERING,3.21,[],"['data science', 'spark', 'machine learning']"
1264,CONSTRUCTION,3.21,[],"['data science', 'spark', 'machine learning']"
1265,FINANCE,3.21,[],"['data science', 'spark', 'machine learning']"
1266,HR,3.2,[],"['data science', 'spark', 'machine learning']"
1267,CONSTRUCTION,3.2,[],"['data science', 'spark', 'machine learning']"
1268,AVIATION,3.2,[],"['data science', 'spark', 'machine learning']"
1269,TEACHER,3.2,[],"['data science', 'spark', 'machine learning']"
1270,AGRICULTURE,3.2,[],"['data science', 'spark', 'machine learning']"
1271,CHEF,3.2,[],"['data science', 'spark', 'machine learning']"
1272,CHEF,3.2,[],"['data science', 'spark', 'machine learning']"
1273,CHEF,3.19,[],"['data science', 'spark', 'machine learning']"
1274,DESIGNER,3.19,[],"['data science', 'spark', 'machine learning']"
1275,HR,3.19,[],"['data science', 'spark', 'machine learning']"
1276,AVIATION,3.19,[],"['data science', 'spark', 'machine learning']"
1277,SALES,3.19,[],"['data science', 'spark', 'machine learning']"
1278,ACCOUNTANT,3.19,[],"['data science', 'spark', 'machine learning']"
1279,TEACHER,3.19,[],"['data science', 'spark', 'machine learning']"
1280,AGRICULTURE,3.19,[],"['data science', 'spark', 'machine learning']"
1281,CONSULTANT,3.19,[],"['data science', 'spark', 'machine learning']"
1282,SALES,3.18,[],"['data science', 'spark', 'machine learning']"
1283,CONSULTANT,3.18,[],"['data science', 'spark', 'machine learning']"
1284,DESIGNER,3.18,[],"['data science', 'spark', 'machine learning']"
1285,TEACHER,3.18,[],"['data science', 'spark', 'machine learning']"
1286,FITNESS,3.18,[],"['data science', 'spark', 'machine learning']"
1287,DIGITAL-MEDIA,3.17,[],"['data science', 'spark', 'machine learning']"
1288,ARTS,3.17,[],"['data science', 'spark', 'machine learning']"
1289,CONSULTANT,3.17,[],"['data science', 'spark', 'machine learning']"
1290,TEACHER,3.17,[],"['data science', 'spark', 'machine learning']"
1291,BUSINESS-DEVELOPMENT,3.17,[],"['data science', 'spark', 'machine learning']"
1292,AVIATION,3.17,[],"['data science', 'spark', 'machine learning']"
1293,CONSTRUCTION,3.17,[],"['data science', 'spark', 'machine learning']"
1294,AGRICULTURE,3.17,[],"['data science', 'spark', 'machine learning']"
1295,BUSINESS-DEVELOPMENT,3.17,[],"['data science', 'spark', 'machine learning']"
1296,AGRICULTURE,3.17,[],"['data science', 'spark', 'machine learning']"
1297,FITNESS,3.16,[],"['data science', 'spark', 'machine learning']"
1298,CHEF,3.16,[],"['data science', 'spark', 'machine learning']"
1299,CONSTRUCTION,3.16,[],"['data science', 'spark', 'machine learning']"
1300,INFORMATION-TECHNOLOGY,3.16,[],"['data science', 'spark', 'machine learning']"
1301,ARTS,3.16,[],"['data science', 'spark', 'machine learning']"
1302,CHEF,3.15,[],"['data science', 'spark', 'machine learning']"
1303,ENGINEERING,3.15,[],"['data science', 'spark', 'machine learning']"
1304,AUTOMOBILE,3.15,[],"['data science', 'spark', 'machine learning']"
1305,PUBLIC-RELATIONS,3.15,[],"['data science', 'spark', 'machine learning']"
1306,BANKING,3.15,[],"['data science', 'spark', 'machine learning']"
1307,ACCOUNTANT,3.15,[],"['data science', 'spark', 'machine learning']"
1308,FINANCE,3.14,[],"['data science', 'spark', 'machine learning']"
1309,AVIATION,3.14,[],"['data science', 'spark', 'machine learning']"
1310,AGRICULTURE,3.13,[],"['data science', 'spark', 'machine learning']"
1311,AVIATION,3.13,[],"['data science', 'spark', 'machine learning']"
1312,HEALTHCARE,3.13,[],"['data science', 'spark', 'machine learning']"
1313,DIGITAL-MEDIA,3.13,[],"['data science', 'spark', 'machine learning']"
1314,DESIGNER,3.13,[],"['data science', 'spark', 'machine learning']"
1315,TEACHER,3.13,[],"['data science', 'spark', 'machine learning']"
1316,CONSULTANT,3.13,[],"['data science', 'spark', 'machine learning']"
1317,HR,3.13,[],"['data science', 'spark', 'machine learning']"
1318,ACCOUNTANT,3.12,[],"['data science', 'spark', 'machine learning']"
1319,HR,3.12,[],"['data science', 'spark', 'machine learning']"
1320,BUSINESS-DEVELOPMENT,3.12,[],"['data science', 'spark', 'machine learning']"
1321,ACCOUNTANT,3.12,[],"['data science', 'spark', 'machine learning']"
1322,FINANCE,3.12,[],"['data science', 'spark', 'machine learning']"
1323,HR,3.12,[],"['data science', 'spark', 'machine learning']"
1324,BUSINESS-DEVELOPMENT,3.12,[],"['data science', 'spark', 'machine learning']"
1325,ACCOUNTANT,3.12,[],"['data science', 'spark', 'machine learning']"
1326,ADVOCATE,3.12,[],"['data science', 'spark', 'machine learning']"
1327,FITNESS,3.12,[],"['data science', 'spark', 'machine learning']"
1328,CONSULTANT,3.11,[],"['data science', 'spark', 'machine learning']"
1329,ACCOUNTANT,3.11,[],"['data science', 'spark', 'machine learning']"
1330,BANKING,3.11,[],"['data science', 'spark', 'machine learning']"
1331,FINANCE,3.11,[],"['data science', 'spark', 'machine learning']"
1332,DESIGNER,3.11,[],"['data science', 'spark', 'machine learning']"
1333,ADVOCATE,3.11,[],"['data science', 'spark', 'machine learning']"
1334,ENGINEERING,3.11,[],"['data science', 'spark', 'machine learning']"
1335,CONSULTANT,3.11,[],"['data science', 'spark', 'machine learning']"
1336,SALES,3.1,[],"['data science', 'spark', 'machine learning']"
1337,HEALTHCARE,3.1,[],"['data science', 'spark', 'machine learning']"
1338,FINANCE,3.1,[],"['data science', 'spark', 'machine learning']"
1339,ARTS,3.1,[],"['data science', 'spark', 'machine learning']"
1340,BUSINESS-DEVELOPMENT,3.1,[],"['data science', 'spark', 'machine learning']"
1341,AUTOMOBILE,3.1,[],"['data science', 'spark', 'machine learning']"
1342,CONSTRUCTION,3.1,[],"['data science', 'spark', 'machine learning']"
1343,FINANCE,3.1,[],"['data science', 'spark', 'machine learning']"
1344,HEALTHCARE,3.1,[],"['data science', 'spark', 'machine learning']"
1345,ACCOUNTANT,3.1,[],"['data science', 'spark', 'machine learning']"
1346,FINANCE,3.1,[],"['data science', 'spark', 'machine learning']"
1347,TEACHER,3.1,[],"['data science', 'spark', 'machine learning']"
1348,CONSTRUCTION,3.09,[],"['data science', 'spark', 'machine learning']"
1349,AVIATION,3.09,[],"['data science', 'spark', 'machine learning']"
1350,BANKING,3.09,[],"['data science', 'spark', 'machine learning']"
1351,ARTS,3.09,[],"['data science', 'spark', 'machine learning']"
1352,SALES,3.09,[],"['data science', 'spark', 'machine learning']"
1353,CONSULTANT,3.09,[],"['data science', 'spark', 'machine learning']"
1354,HEALTHCARE,3.09,[],"['data science', 'spark', 'machine learning']"
1355,SALES,3.09,[],"['data science', 'spark', 'machine learning']"
1356,CONSULTANT,3.09,[],"['data science', 'spark', 'machine learning']"
1357,BUSINESS-DEVELOPMENT,3.08,[],"['data science', 'spark', 'machine learning']"
1358,SALES,3.08,[],"['data science', 'spark', 'machine learning']"
1359,HEALTHCARE,3.08,[],"['data science', 'spark', 'machine learning']"
1360,HR,3.08,[],"['data science', 'spark', 'machine learning']"
1361,BUSINESS-DEVELOPMENT,3.08,[],"['data science', 'spark', 'machine learning']"
1362,HEALTHCARE,3.08,[],"['data science', 'spark', 'machine learning']"
1363,BANKING,3.08,[],"['data science', 'spark', 'machine learning']"
1364,AVIATION,3.07,[],"['data science', 'spark', 'machine learning']"
1365,FINANCE,3.07,[],"['data science', 'spark', 'machine learning']"
1366,DIGITAL-MEDIA,3.07,[],"['data science', 'spark', 'machine learning']"
1367,HEALTHCARE,3.07,[],"['data science', 'spark', 'machine learning']"
1368,FINANCE,3.07,[],"['data science', 'spark', 'machine learning']"
1369,DIGITAL-MEDIA,3.07,[],"['data science', 'spark', 'machine learning']"
1370,ENGINEERING,3.07,[],"['data science', 'spark', 'machine learning']"
1371,CONSTRUCTION,3.07,[],"['data science', 'spark', 'machine learning']"
1372,ARTS,3.06,[],"['data science', 'spark', 'machine learning']"
1373,ARTS,3.06,[],"['data science', 'spark', 'machine learning']"
1374,BUSINESS-DEVELOPMENT,3.06,[],"['data science', 'spark', 'machine learning']"
1375,ENGINEERING,3.06,[],"['data science', 'spark', 'machine learning']"
1376,FITNESS,3.06,[],"['data science', 'spark', 'machine learning']"
1377,ACCOUNTANT,3.06,[],"['data science', 'spark', 'machine learning']"
1378,BPO,3.06,[],"['data science', 'spark', 'machine learning']"
1379,HR,3.06,[],"['data science', 'spark', 'machine learning']"
1380,AVIATION,3.06,[],"['data science', 'spark', 'machine learning']"
1381,FITNESS,3.06,[],"['data science', 'spark', 'machine learning']"
1382,FINANCE,3.06,[],"['data science', 'spark', 'machine learning']"
1383,FINANCE,3.06,[],"['data science', 'spark', 'machine learning']"
1384,ENGINEERING,3.05,[],"['data science', 'spark', 'machine learning']"
1385,TEACHER,3.05,[],"['data science', 'spark', 'machine learning']"
1386,AVIATION,3.05,[],"['data science', 'spark', 'machine learning']"
1387,FITNESS,3.05,[],"['data science', 'spark', 'machine learning']"
1388,CONSTRUCTION,3.05,[],"['data science', 'spark', 'machine learning']"
1389,APPAREL,3.05,[],"['data science', 'spark', 'machine learning']"
1390,FITNESS,3.05,[],"['data science', 'spark', 'machine learning']"
1391,FINANCE,3.05,[],"['data science', 'spark', 'machine learning']"
1392,PUBLIC-RELATIONS,3.05,[],"['data science', 'spark', 'machine learning']"
1393,APPAREL,3.05,[],"['data science', 'spark', 'machine learning']"
1394,INFORMATION-TECHNOLOGY,3.05,[],"['data science', 'spark', 'machine learning']"
1395,APPAREL,3.05,[],"['data science', 'spark', 'machine learning']"
1396,DESIGNER,3.05,[],"['data science', 'spark', 'machine learning']"
1397,ADVOCATE,3.05,[],"['data science', 'spark', 'machine learning']"
1398,TEACHER,3.04,[],"['data science', 'spark', 'machine learning']"
1399,ACCOUNTANT,3.04,[],"['data science', 'spark', 'machine learning']"
1400,ADVOCATE,3.04,[],"['data science', 'spark', 'machine learning']"
1401,HEALTHCARE,3.04,[],"['data science', 'spark', 'machine learning']"
1402,AGRICULTURE,3.04,[],"['data science', 'spark', 'machine learning']"
1403,AUTOMOBILE,3.04,[],"['data science', 'spark', 'machine learning']"
1404,FITNESS,3.04,[],"['data science', 'spark', 'machine learning']"
1405,HR,3.04,[],"['data science', 'spark', 'machine learning']"
1406,HEALTHCARE,3.04,[],"['data science', 'spark', 'machine learning']"
1407,CONSTRUCTION,3.04,[],"['data science', 'spark', 'machine learning']"
1408,CONSULTANT,3.04,[],"['data science', 'spark', 'machine learning']"
1409,BPO,3.04,[],"['data science', 'spark', 'machine learning']"
1410,ARTS,3.04,[],"['data science', 'spark', 'machine learning']"
1411,DIGITAL-MEDIA,3.04,[],"['data science', 'spark', 'machine learning']"
1412,AVIATION,3.04,[],"['data science', 'spark', 'machine learning']"
1413,CHEF,3.03,[],"['data science', 'spark', 'machine learning']"
1414,CONSTRUCTION,3.03,[],"['data science', 'spark', 'machine learning']"
1415,PUBLIC-RELATIONS,3.03,[],"['data science', 'spark', 'machine learning']"
1416,AUTOMOBILE,3.03,[],"['data science', 'spark', 'machine learning']"
1417,SALES,3.03,[],"['data science', 'spark', 'machine learning']"
1418,APPAREL,3.03,[],"['data science', 'spark', 'machine learning']"
1419,BUSINESS-DEVELOPMENT,3.03,[],"['data science', 'spark', 'machine learning']"
1420,HEALTHCARE,3.03,[],"['data science', 'spark', 'machine learning']"
1421,APPAREL,3.03,[],"['data science', 'spark', 'machine learning']"
1422,ACCOUNTANT,3.03,[],"['data science', 'spark', 'machine learning']"
1423,ENGINEERING,3.02,[],"['data science', 'spark', 'machine learning']"
1424,TEACHER,3.02,[],"['data science', 'spark', 'machine learning']"
1425,CONSULTANT,3.01,[],"['data science', 'spark', 'machine learning']"
1426,HEALTHCARE,3.01,[],"['data science', 'spark', 'machine learning']"
1427,FINANCE,3.01,[],"['data science', 'spark', 'machine learning']"
1428,BUSINESS-DEVELOPMENT,3.01,[],"['data science', 'spark', 'machine learning']"
1429,AGRICULTURE,3.01,[],"['data science', 'spark', 'machine learning']"
1430,FINANCE,3.01,[],"['data science', 'spark', 'machine learning']"
1431,APPAREL,3.01,[],"['data science', 'spark', 'machine learning']"
1432,INFORMATION-TECHNOLOGY,3.01,[],"['data science', 'spark', 'machine learning']"
1433,ENGINEERING,3.01,[],"['data science', 'spark', 'machine learning']"
1434,ENGINEERING,3.01,[],"['data science', 'spark', 'machine learning']"
1435,CONSTRUCTION,3.01,[],"['data science', 'spark', 'machine learning']"
1436,BUSINESS-DEVELOPMENT,3.0,[],"['data science', 'spark', 'machine learning']"
1437,DESIGNER,3.0,[],"['data science', 'spark', 'machine learning']"
1438,BUSINESS-DEVELOPMENT,3.0,[],"['data science', 'spark', 'machine learning']"
1439,DESIGNER,3.0,[],"['data science', 'spark', 'machine learning']"
1440,BUSINESS-DEVELOPMENT,3.0,[],"['data science', 'spark', 'machine learning']"
1441,SALES,3.0,[],"['data science', 'spark', 'machine learning']"
1442,INFORMATION-TECHNOLOGY,3.0,[],"['data science', 'spark', 'machine learning']"
1443,FITNESS,3.0,[],"['data science', 'spark', 'machine learning']"
1444,PUBLIC-RELATIONS,2.99,[],"['data science', 'spark', 'machine learning']"
1445,CONSTRUCTION,2.99,[],"['data science', 'spark', 'machine learning']"
1446,INFORMATION-TECHNOLOGY,2.99,[],"['data science', 'spark', 'machine learning']"
1447,BANKING,2.99,[],"['data science', 'spark', 'machine learning']"
1448,HEALTHCARE,2.99,[],"['data science', 'spark', 'machine learning']"
1449,DIGITAL-MEDIA,2.99,[],"['data science', 'spark', 'machine learning']"
1450,ADVOCATE,2.99,[],"['data science', 'spark', 'machine learning']"
1451,DIGITAL-MEDIA,2.99,[],"['data science', 'spark', 'machine learning']"
1452,FITNESS,2.99,[],"['data science', 'spark', 'machine learning']"
1453,APPAREL,2.99,[],"['data science', 'spark', 'machine learning']"
1454,ACCOUNTANT,2.98,[],"['data science', 'spark', 'machine learning']"
1455,ADVOCATE,2.98,[],"['data science', 'spark', 'machine learning']"
1456,TEACHER,2.98,[],"['data science', 'spark', 'machine learning']"
1457,BANKING,2.98,[],"['data science', 'spark', 'machine learning']"
1458,FITNESS,2.98,[],"['data science', 'spark', 'machine learning']"
1459,CHEF,2.98,[],"['data science', 'spark', 'machine learning']"
1460,FINANCE,2.97,[],"['data science', 'spark', 'machine learning']"
1461,FINANCE,2.97,[],"['data science', 'spark', 'machine learning']"
1462,TEACHER,2.97,[],"['data science', 'spark', 'machine learning']"
1463,BUSINESS-DEVELOPMENT,2.97,[],"['data science', 'spark', 'machine learning']"
1464,CONSULTANT,2.97,[],"['data science', 'spark', 'machine learning']"
1465,CHEF,2.97,[],"['data science', 'spark', 'machine learning']"
1466,ACCOUNTANT,2.97,[],"['data science', 'spark', 'machine learning']"
1467,AVIATION,2.97,[],"['data science', 'spark', 'machine learning']"
1468,INFORMATION-TECHNOLOGY,2.97,[],"['data science', 'spark', 'machine learning']"
1469,BPO,2.96,[],"['data science', 'spark', 'machine learning']"
1470,HR,2.96,[],"['data science', 'spark', 'machine learning']"
1471,DESIGNER,2.96,[],"['data science', 'spark', 'machine learning']"
1472,BANKING,2.96,[],"['data science', 'spark', 'machine learning']"
1473,FITNESS,2.96,[],"['data science', 'spark', 'machine learning']"
1474,ADVOCATE,2.96,[],"['data science', 'spark', 'machine learning']"
1475,ACCOUNTANT,2.95,[],"['data science', 'spark', 'machine learning']"
1476,CONSULTANT,2.95,[],"['data science', 'spark', 'machine learning']"
1477,HEALTHCARE,2.95,[],"['data science', 'spark', 'machine learning']"
1478,SALES,2.95,[],"['data science', 'spark', 'machine learning']"
1479,ENGINEERING,2.95,[],"['data science', 'spark', 'machine learning']"
1480,HR,2.95,[],"['data science', 'spark', 'machine learning']"
1481,INFORMATION-TECHNOLOGY,2.95,[],"['data science', 'spark', 'machine learning']"
1482,CHEF,2.94,[],"['data science', 'spark', 'machine learning']"
1483,INFORMATION-TECHNOLOGY,2.94,[],"['data science', 'spark', 'machine learning']"
1484,BANKING,2.94,[],"['data science', 'spark', 'machine learning']"
1485,ACCOUNTANT,2.94,[],"['data science', 'spark', 'machine learning']"
1486,CHEF,2.94,[],"['data science', 'spark', 'machine learning']"
1487,BUSINESS-DEVELOPMENT,2.93,[],"['data science', 'spark', 'machine learning']"
1488,FITNESS,2.93,[],"['data science', 'spark', 'machine learning']"
1489,FITNESS,2.93,[],"['data science', 'spark', 'machine learning']"
1490,PUBLIC-RELATIONS,2.93,[],"['data science', 'spark', 'machine learning']"
1491,ACCOUNTANT,2.93,[],"['data science', 'spark', 'machine learning']"
1492,AVIATION,2.92,[],"['data science', 'spark', 'machine learning']"
1493,DESIGNER,2.92,[],"['data science', 'spark', 'machine learning']"
1494,FITNESS,2.92,[],"['data science', 'spark', 'machine learning']"
1495,AVIATION,2.92,[],"['data science', 'spark', 'machine learning']"
1496,DESIGNER,2.92,[],"['data science', 'spark', 'machine learning']"
1497,HEALTHCARE,2.92,[],"['data science', 'spark', 'machine learning']"
1498,DESIGNER,2.92,[],"['data science', 'spark', 'machine learning']"
1499,HR,2.91,[],"['data science', 'spark', 'machine learning']"
1500,DIGITAL-MEDIA,2.91,[],"['data science', 'spark', 'machine learning']"
1501,ADVOCATE,2.91,[],"['data science', 'spark', 'machine learning']"
1502,SALES,2.91,[],"['data science', 'spark', 'machine learning']"
1503,DIGITAL-MEDIA,2.91,[],"['data science', 'spark', 'machine learning']"
1504,PUBLIC-RELATIONS,2.9,[],"['data science', 'spark', 'machine learning']"
1505,DESIGNER,2.9,[],"['data science', 'spark', 'machine learning']"
1506,HEALTHCARE,2.9,[],"['data science', 'spark', 'machine learning']"
1507,HR,2.9,[],"['data science', 'spark', 'machine learning']"
1508,AVIATION,2.9,[],"['data science', 'spark', 'machine learning']"
1509,ADVOCATE,2.9,[],"['data science', 'spark', 'machine learning']"
1510,ADVOCATE,2.89,[],"['data science', 'spark', 'machine learning']"
1511,PUBLIC-RELATIONS,2.89,[],"['data science', 'spark', 'machine learning']"
1512,CHEF,2.89,[],"['data science', 'spark', 'machine learning']"
1513,AVIATION,2.89,[],"['data science', 'spark', 'machine learning']"
1514,BANKING,2.89,[],"['data science', 'spark', 'machine learning']"
1515,HR,2.89,[],"['data science', 'spark', 'machine learning']"
1516,AVIATION,2.89,[],"['data science', 'spark', 'machine learning']"
1517,CHEF,2.89,[],"['data science', 'spark', 'machine learning']"
1518,CHEF,2.89,[],"['data science', 'spark', 'machine learning']"
1519,APPAREL,2.89,[],"['data science', 'spark', 'machine learning']"
1520,ACCOUNTANT,2.88,[],"['data science', 'spark', 'machine learning']"
1521,CONSULTANT,2.88,[],"['data science', 'spark', 'machine learning']"
1522,ARTS,2.88,[],"['data science', 'spark', 'machine learning']"
1523,CONSTRUCTION,2.88,[],"['data science', 'spark', 'machine learning']"
1524,CONSTRUCTION,2.88,[],"['data science', 'spark', 'machine learning']"
1525,DESIGNER,2.88,[],"['data science', 'spark', 'machine learning']"
1526,ADVOCATE,2.88,[],"['data science', 'spark', 'machine learning']"
1527,PUBLIC-RELATIONS,2.88,[],"['data science', 'spark', 'machine learning']"
1528,DIGITAL-MEDIA,2.88,[],"['data science', 'spark', 'machine learning']"
1529,ACCOUNTANT,2.87,[],"['data science', 'spark', 'machine learning']"
1530,APPAREL,2.87,[],"['data science', 'spark', 'machine learning']"
1531,FINANCE,2.87,[],"['data science', 'spark', 'machine learning']"
1532,CONSTRUCTION,2.87,[],"['data science', 'spark', 'machine learning']"
1533,CONSULTANT,2.87,[],"['data science', 'spark', 'machine learning']"
1534,FINANCE,2.87,[],"['data science', 'spark', 'machine learning']"
1535,ACCOUNTANT,2.87,[],"['data science', 'spark', 'machine learning']"
1536,ENGINEERING,2.87,[],"['data science', 'spark', 'machine learning']"
1537,CHEF,2.86,[],"['data science', 'spark', 'machine learning']"
1538,BUSINESS-DEVELOPMENT,2.86,[],"['data science', 'spark', 'machine learning']"
1539,AVIATION,2.86,[],"['data science', 'spark', 'machine learning']"
1540,CONSTRUCTION,2.86,[],"['data science', 'spark', 'machine learning']"
1541,PUBLIC-RELATIONS,2.86,[],"['data science', 'spark', 'machine learning']"
1542,SALES,2.86,[],"['data science', 'spark', 'machine learning']"
1543,TEACHER,2.86,[],"['data science', 'spark', 'machine learning']"
1544,CONSULTANT,2.86,[],"['data science', 'spark', 'machine learning']"
1545,INFORMATION-TECHNOLOGY,2.86,[],"['data science', 'spark', 'machine learning']"
1546,ARTS,2.86,[],"['data science', 'spark', 'machine learning']"
1547,ACCOUNTANT,2.86,[],"['data science', 'spark', 'machine learning']"
1548,BANKING,2.85,[],"['data science', 'spark', 'machine learning']"
1549,ACCOUNTANT,2.85,[],"['data science', 'spark', 'machine learning']"
1550,PUBLIC-RELATIONS,2.85,[],"['data science', 'spark', 'machine learning']"
1551,BUSINESS-DEVELOPMENT,2.85,[],"['data science', 'spark', 'machine learning']"
1552,AGRICULTURE,2.85,[],"['data science', 'spark', 'machine learning']"
1553,DIGITAL-MEDIA,2.84,[],"['data science', 'spark', 'machine learning']"
1554,TEACHER,2.84,[],"['data science', 'spark', 'machine learning']"
1555,FINANCE,2.84,[],"['data science', 'spark', 'machine learning']"
1556,ENGINEERING,2.84,[],"['data science', 'spark', 'machine learning']"
1557,BANKING,2.84,[],"['data science', 'spark', 'machine learning']"
1558,ARTS,2.83,[],"['data science', 'spark', 'machine learning']"
1559,HEALTHCARE,2.83,[],"['data science', 'spark', 'machine learning']"
1560,AGRICULTURE,2.83,[],"['data science', 'spark', 'machine learning']"
1561,INFORMATION-TECHNOLOGY,2.83,[],"['data science', 'spark', 'machine learning']"
1562,APPAREL,2.83,[],"['data science', 'spark', 'machine learning']"
1563,BUSINESS-DEVELOPMENT,2.82,[],"['data science', 'spark', 'machine learning']"
1564,ACCOUNTANT,2.82,[],"['data science', 'spark', 'machine learning']"
1565,ADVOCATE,2.82,[],"['data science', 'spark', 'machine learning']"
